MEDIDOR,mes,dia,año,periodo,importe ($),demanda (kw),consumo (kwh)
5070260,7,28,2023,1er semestre,43.26,0,292
69406118,7,28,2023,1er semestre,64.09,1.61,335
15004519,7,28,2023,1er semestre,108.7,4.72,560
78800436,7,28,2023,1er semestre,138.59,6,640
53064654,7,28,2023,1er semestre,228.25,4.36,1000
50001054,7,28,2023,1er semestre,929.52,17.88,4020
3001351,7,28,2023,1er semestre,1175.57,0,4700
13001019,7,28,2023,1er semestre,1260.04,31.36,5920
163806535,7,28,2023,1er semestre,1658.91,62,6680
17791530,7,28,2023,1er semestre,1729.36,1.54,8960
18792324,7,28,2023,1er semestre,1801.87,47,7200
150549252,7,28,2023,1er semestre,2290.33,36,9520
18792946,7,28,2023,1er semestre,2411.08,56.64,11686
13001327,7,28,2023,1er semestre,2441.14,45,11520
170796743,7,28,2023,1er semestre,2472.37,55,8960
18792953,7,28,2023,1er semestre,2560.16,58.96,12000
13001218,7,28,2023,1er semestre,2683.53,70.98,12120
18790336,7,28,2023,1er semestre,2776.81,53.76,12080
18792647,7,28,2023,1er semestre,3565.5,74.16,17200
1707900616,7,28,2023,1er semestre,3948.79,90.72,18720
17791239,7,28,2023,1er semestre,4047.89,76.2,20100
17791158,7,28,2023,1er semestre,4592.59,86.88,19680
17790969,7,28,2023,1er semestre,4944.67,127.2,22240
13000875,7,28,2023,1er semestre,9473.98,161.28,41600
14000987,7,28,2023,1er semestre,9525.22,204,43540
14000888,7,28,2023,1er semestre,11604.58,240,53760
3143290146,7,28,2023,1er semestre,15253.49,276,58400
3143240218,7,28,2023,1er semestre,17404.51,287,81900
3180050301,7,28,2023,1er semestre,55277.93,798,268800
3143240198,7,28,2023,1er semestre,113749.55,1538,561360
5070181,7,24,2024,1er semestre,1.69,0,0
712986,7,31,2024,1er semestre,2.62,24,0
5070182,7,24,2024,1er semestre,2.71,0,18
62086091,7,24,2024,1er semestre,2.71,0,18
2309106513,7,24,2024,1er semestre,4.3,0,29
5070428,7,24,2024,1er semestre,4.34,0,29
5073556,7,24,2024,1er semestre,5.38,0,37
14000318,7,24,2024,1er semestre,5.82,0,40
1809126635,7,24,2024,1er semestre,5.97,0,41
5073553,7,24,2024,1er semestre,8.2,0,57
627568,7,24,2024,1er semestre,9.1,0,59
5073555,7,24,2024,1er semestre,11.17,0,78
5070258,7,24,2024,1er semestre,17.11,0,121
14100718,7,24,2024,1er semestre,17.67,0,124
5070257,7,24,2024,1er semestre,17.8,0,125
14102718,7,24,2024,1er semestre,21.09,0,148
5070426,7,24,2024,1er semestre,23.94,0,169
5070427,7,24,2024,1er semestre,25.62,0,182
5070425,7,24,2024,1er semestre,27.55,0,194
5070259,7,24,2024,1er semestre,32.9,0,234
14100720,7,24,2024,1er semestre,33.88,0,239
5070260,7,24,2024,1er semestre,34.42,0,243
17846279,7,31,2024,1er semestre,48.99,3,240
78800436,7,31,2024,1er semestre,130.01,15,560
53064654,7,24,2024,1er semestre,162.77,0,840
15004519,7,24,2024,1er semestre,197.94,6,960
50001054,7,24,2024,1er semestre,904.61,14,3780
13001019,7,24,2024,1er semestre,1226.07,34,4640
3001351,7,24,2024,1er semestre,1325,0,5300
23991862,7,24,2024,1er semestre,1694.43,34,8000
18792324,7,24,2024,1er semestre,1825,0,7300
163806535,7,31,2024,1er semestre,2122.51,58,5760
150549252,7,31,2024,1er semestre,2132.05,40,7440
23990650,7,24,2024,1er semestre,2410.57,41,9360
170796743,7,31,2024,1er semestre,2419.86,61,7040
18790336,7,24,2024,1er semestre,2754.21,55,8960
13001218,7,24,2024,1er semestre,2779.19,67,11880
18792953,7,24,2024,1er semestre,2970,64,13353
23990876,7,24,2024,1er semestre,3242.33,74,13920
1707900616,7,24,2024,1er semestre,3359.87,85,13760
18792647,7,24,2024,1er semestre,3443.05,78,14960
17791239,7,24,2024,1er semestre,4085.24,77,19800
17791158,7,24,2024,1er semestre,4508.16,83,15840
17790969,7,24,2024,1er semestre,4762.62,136,17280
14000987,7,24,2024,1er semestre,6435.2,182,19880
13000875,7,24,2024,1er semestre,8808.24,159,31040
14000888,7,24,2024,1er semestre,9995.6,225,42720
3143290146,7,31,2024,1er semestre,13782.73,224,50000
3143240218,7,31,2024,1er semestre,18484.28,273,84000
3180050301,7,31,2024,1er semestre,77354.94,1029,361200
3143240198,7,31,2024,1er semestre,121104.35,1628,563731
5070181,8,28,2022,2do semestre,0,0,129
5070182,8,28,2022,2do semestre,0,0,3
5070257,8,28,2022,2do semestre,0,0,67
5070258,8,28,2022,2do semestre,0,0,61
5070259,8,28,2022,2do semestre,0,0,71
5070260,8,28,2022,2do semestre,0,0,139
5070279,8,28,2022,2do semestre,0,0,0
5070425,8,28,2022,2do semestre,0,0,34
5070426,8,28,2022,2do semestre,0,0,48
5070427,8,28,2022,2do semestre,0,0,1
5070428,8,28,2022,2do semestre,0,0,29
5073553,8,28,2022,2do semestre,0,0,71
5073555,8,28,2022,2do semestre,0,0,84
5073556,8,28,2022,2do semestre,0,0,24
14000318,8,28,2022,2do semestre,0,0.12,40
14100718,8,28,2022,2do semestre,0,0,137
14100720,8,28,2022,2do semestre,0,0,159
14102718,8,28,2022,2do semestre,0,0,56
17790969,8,28,2022,2do semestre,0,94.08,16640
17791239,8,28,2022,2do semestre,0,94.2,22074
53064654,8,28,2022,2do semestre,0,2.4,400
62086091,8,28,2022,2do semestre,0,0,85
69406118,8,28,2022,2do semestre,0,0,36
144664857,8,28,2022,2do semestre,0,45,0
1707900616,8,28,2022,2do semestre,0,59.04,11680
1809126635,8,28,2022,2do semestre,0,0,20
712986,8,28,2022,2do semestre,2.28,0,0
17846279,8,28,2022,2do semestre,29.3,2,160
15004519,8,28,2022,2do semestre,58.3,4.56,400
78800436,8,28,2022,2do semestre,117.17,6,560
50001054,8,28,2022,2do semestre,609.77,11,2100
3001351,8,28,2022,2do semestre,899.9,0,3600
13001019,8,28,2022,2do semestre,949.9,27.52,3840
17791530,8,28,2022,2do semestre,1189.97,19.52,4800
18792324,8,28,2022,2do semestre,1349.9,41,5400
18792953,8,28,2022,2do semestre,1594.14,43.6,5600
163806535,8,28,2022,2do semestre,1685.65,64,7080
13001327,8,28,2022,2do semestre,1715.93,33,5760
18790336,8,28,2022,2do semestre,1748.01,48,4480
18792946,8,28,2022,2do semestre,1748.43,39.68,7040
170796743,8,28,2022,2do semestre,1814.06,0,6320
150549252,8,28,2022,2do semestre,2006.89,38,8000
13001218,8,28,2022,2do semestre,2507.39,55.92,10200
18792647,8,28,2022,2do semestre,2662.86,73.76,10160
17791158,8,28,2022,2do semestre,3091.67,81,8320
13000875,8,28,2022,2do semestre,6148.77,112,20800
14000987,8,28,2022,2do semestre,7551.36,159.88,26040
14000888,8,28,2022,2do semestre,8571.25,159.14,33120
3143240218,8,28,2022,2do semestre,13201.65,228,63350
3143290146,8,28,2022,2do semestre,13957.24,276,53200
3180050301,8,28,2022,2do semestre,47689.26,798,231000
3143240198,8,28,2022,2do semestre,105780.72,1537,530775
23990650,8,28,2023,2do semestre,0,0,0
23990876,8,28,2023,2do semestre,0,0,0
2309106513,8,28,2023,2do semestre,0,0,0
5070279,8,28,2023,2do semestre,3.04,0,0
5073556,8,28,2023,2do semestre,3.59,0,14
62086091,8,28,2023,2do semestre,3.65,0,14
5070427,8,28,2023,2do semestre,5.92,0,30
5070426,8,28,2023,2do semestre,7.04,0,37
5073553,8,28,2023,2do semestre,7.44,0,39
14000318,8,28,2023,2do semestre,7.82,0.08,40
5070258,8,28,2023,2do semestre,8.12,0,44
1809126635,8,28,2023,2do semestre,8.88,0,49
5070428,8,28,2023,2do semestre,9.65,0,55
5070182,8,28,2023,2do semestre,10.59,0,62
5073555,8,28,2023,2do semestre,10.86,0,62
5070257,8,28,2023,2do semestre,13.83,0,82
712986,8,28,2023,2do semestre,15.39,1,80
5070181,8,28,2023,2do semestre,16.48,0,100
5070259,8,28,2023,2do semestre,18.16,0,111
14100718,8,28,2023,2do semestre,20.25,0,123
14102718,8,28,2023,2do semestre,27.3,0,172
17846279,8,28,2023,2do semestre,30.21,3,160
14100720,8,28,2023,2do semestre,33.33,0,211
5070260,8,28,2023,2do semestre,34.23,0,217
69406118,8,28,2023,2do semestre,36.01,1.61,231
5070425,8,28,2023,2do semestre,37.25,0,239
15004519,8,28,2023,2do semestre,77.72,2.88,400
78800436,8,28,2023,2do semestre,122.01,4,560
53064654,8,28,2023,2do semestre,149.94,4.36,760
50001054,8,28,2023,2do semestre,687.88,18.9,2940
18792324,8,28,2023,2do semestre,925,38.5,3700
3001351,8,28,2023,2do semestre,975,0,3900
17791530,8,28,2023,2do semestre,1117.96,33,4480
13001019,8,28,2023,2do semestre,1350.29,33.6,6240
18792953,8,28,2023,2do semestre,1499.82,59.52,4800
18790336,8,28,2023,2do semestre,1778.41,48.48,5920
13001327,8,28,2023,2do semestre,1857.98,36.96,7920
150549252,8,28,2023,2do semestre,1992.45,39,7560
163806535,8,28,2023,2do semestre,2062.63,64,5840
18792647,8,28,2023,2do semestre,2271.89,60.24,9760
170796743,8,28,2023,2do semestre,2316.59,62,7440
13001218,8,28,2023,2do semestre,2438.19,57,11580
18792946,8,28,2023,2do semestre,2460.15,55.68,11674
1707900616,8,28,2023,2do semestre,2883,78.72,12800
17791158,8,28,2023,2do semestre,3308.38,81.92,11680
17791239,8,28,2023,2do semestre,3762.32,77.1,18000
17790969,8,28,2023,2do semestre,3940.81,127.2,15760
13000875,8,28,2023,2do semestre,6337.05,136.48,24480
14000987,8,28,2023,2do semestre,6861.31,174.72,28420
14000888,8,28,2023,2do semestre,8644.92,239.52,36720
3143290146,8,28,2023,2do semestre,15123.71,276,57200
3143240218,8,28,2023,2do semestre,17197.07,277,80500
3180050301,8,28,2023,2do semestre,56528.04,966,260400
3143240198,8,28,2023,2do semestre,105916.02,1567,506342
712986,8,31,2024,2do semestre,-291.53,2,0
78800436,8,31,2024,2do semestre,-38.36,12,320
17846279,8,31,2024,2do semestre,-0.93,2,200
627568,8,24,2024,2do semestre,0.48,0,7
14000318,8,24,2024,2do semestre,2.01,0,0
5070181,8,24,2024,2do semestre,3.88,0,23
62086091,8,24,2024,2do semestre,4.46,0,27
1809126635,8,24,2024,2do semestre,5.76,0,36
2309106513,8,24,2024,2do semestre,6.19,0,39
5070182,8,24,2024,2do semestre,7.34,0,47
5073553,8,24,2024,2do semestre,8.5,0,55
5070428,8,24,2024,2do semestre,9.22,0,60
5073555,8,24,2024,2do semestre,10.66,0,70
5070258,8,24,2024,2do semestre,14.98,0,100
5070257,8,24,2024,2do semestre,17.43,0,117
14100718,8,24,2024,2do semestre,18.01,0,121
5070426,8,24,2024,2do semestre,18.87,0,127
14102718,8,24,2024,2do semestre,18.87,0,127
5070427,8,24,2024,2do semestre,19.59,0,132
5073556,8,24,2024,2do semestre,21.18,0,143
5070259,8,24,2024,2do semestre,21.9,0,148
5070425,8,24,2024,2do semestre,25.94,0,176
5070260,8,24,2024,2do semestre,30.69,0,209
14100720,8,24,2024,2do semestre,32.13,0,219
53064654,8,24,2024,2do semestre,131.67,0,720
15004519,8,24,2024,2do semestre,152.84,0,800
3001351,8,24,2024,2do semestre,747.03,0,3000
50001054,8,24,2024,2do semestre,837.9,14,3300
13001019,8,24,2024,2do semestre,1202.23,29,4960
23991862,8,24,2024,2do semestre,1357.95,34,5440
18792324,8,24,2024,2do semestre,1572.03,0,6300
150549252,8,31,2024,2do semestre,1871.54,40,9120
163806535,8,31,2024,2do semestre,2030.34,60,7440
23990650,8,24,2024,2do semestre,2168.61,41,7560
170796743,8,31,2024,2do semestre,2269.53,61,9520
18790336,8,24,2024,2do semestre,2549.43,55,7440
18792953,8,24,2024,2do semestre,2936.25,64,12923
23990876,8,24,2024,2do semestre,2940.36,74,11680
18792647,8,24,2024,2do semestre,2989.94,78,11520
13001218,8,24,2024,2do semestre,3050.57,71,12837
1707900616,8,24,2024,2do semestre,3412.54,81,14080
17791158,8,24,2024,2do semestre,3806.02,79,11680
17791239,8,24,2024,2do semestre,3948.61,80,18000
17790969,8,24,2024,2do semestre,4866.21,136,18080
13000875,8,24,2024,2do semestre,7127.2,131,24800
14000987,8,24,2024,2do semestre,9467.67,192,38723
14000888,8,24,2024,2do semestre,9899.54,225,40560
3143290146,8,31,2024,2do semestre,12098.56,208,49600
3143240218,8,31,2024,2do semestre,17692.54,277,79450
3180050301,8,31,2024,2do semestre,70168.22,924,329700
3143240198,8,31,2024,2do semestre,124336.95,1714,626227
17791239,9,28,2022,2do semestre,0,91.8,0
144664857,9,28,2022,2do semestre,0,0,0
5070279,9,28,2022,2do semestre,2.55,0,2.55
5070427,9,28,2022,2do semestre,2.79,2.79,3
5073556,9,28,2022,2do semestre,4.02,0,20
5070428,9,28,2022,2do semestre,5.71,0,32
1809126635,9,28,2022,2do semestre,6.32,0,36
14000318,9,28,2022,2do semestre,6.91,0,40
712986,9,28,2022,2do semestre,7.63,9,40
62086091,9,28,2022,2do semestre,7.83,0,46
5070258,9,28,2022,2do semestre,8.82,0,60
5070426,9,28,2022,2do semestre,8.95,0,61
5070259,9,28,2022,2do semestre,11.2,11.2,79
5070182,9,28,2022,2do semestre,11.21,0,80
5073555,9,28,2022,2do semestre,12.2,0,87
5073553,9,28,2022,2do semestre,12.96,0,93
14102718,9,28,2022,2do semestre,13.19,0,114
5070257,9,28,2022,2do semestre,13.62,0,98
69406118,9,28,2022,2do semestre,13.75,1,100
5070181,9,28,2022,2do semestre,15.98,0,15.98
14100718,9,28,2022,2do semestre,26.22,0,233
5070425,9,28,2022,2do semestre,27.09,27.09,242
5070260,9,28,2022,2do semestre,28.44,0,252
17846279,9,28,2022,2do semestre,28.77,2,160
14100720,9,28,2022,2do semestre,42.48,0,323
15004519,9,28,2022,2do semestre,90.72,6,640
53064654,9,28,2022,2do semestre,114.07,3,800
78800436,9,28,2022,2do semestre,240.9,6,1040
50001054,9,28,2022,2do semestre,739.02,15,2820
13001019,9,28,2022,2do semestre,1061.44,24,4480
3001351,9,28,2022,2do semestre,1399.98,0,5600
17791530,9,28,2022,2do semestre,1539.27,27,7040
163806535,9,28,2022,2do semestre,1889.39,66,8160
150549252,9,28,2022,2do semestre,1967.46,34,8360
170796743,9,28,2022,2do semestre,2023.75,50,7280
18792946,9,28,2022,2do semestre,2106.62,43,9280
18792324,9,28,2022,2do semestre,2149.98,45,8600
13001327,9,28,2022,2do semestre,2185.36,38,9120
18790336,9,28,2022,2do semestre,2530.25,49,10000
13001218,9,28,2022,2do semestre,2606.79,56,11220
18792953,9,28,2022,2do semestre,2799.9,55,12400
1707900616,9,28,2022,2do semestre,3364.87,81,13760
18792647,9,28,2022,2do semestre,3582.36,77,15280
17790969,9,28,2022,2do semestre,4720.93,103,19920
17791158,9,28,2022,2do semestre,4923.61,110,17440
13000875,9,28,2022,2do semestre,8208.42,134,33920
14000987,9,28,2022,2do semestre,10074.23,198,41580
14000888,9,28,2022,2do semestre,11944.86,218,51120
3143240218,9,28,2022,2do semestre,12412.12,214,61600
3143290146,9,28,2022,2do semestre,13610.92,276,52800
3180050301,9,28,2022,2do semestre,50173.59,882,247800
3143240198,9,28,2022,2do semestre,105749.75,1535,548674
18792946,9,28,2023,2do semestre,0,0,0
23990650,9,28,2023,2do semestre,0,0,0
2309106513,9,28,2023,2do semestre,0,0,0
5073556,9,28,2023,2do semestre,2.98,0,1
5070279,9,28,2023,2do semestre,3,0,0
62086091,9,28,2023,2do semestre,4.4,0,20
5070182,9,28,2023,2do semestre,4.69,0,22
5070428,9,28,2023,2do semestre,5.32,0,26
5070426,9,28,2023,2do semestre,7.1,0,38
5073553,9,28,2023,2do semestre,7.69,0,42
5070427,9,28,2023,2do semestre,8.62,0,49
1809126635,9,28,2023,2do semestre,9.15,0,52
5073555,9,28,2023,2do semestre,10.66,0,62
5070258,9,28,2023,2do semestre,11.92,0,71
14000318,9,28,2023,2do semestre,13.2,0.08,80
5070257,9,28,2023,2do semestre,13.61,0,82
5070181,9,28,2023,2do semestre,16.22,0,100
14100718,9,28,2023,2do semestre,21.4,0,135
712986,9,28,2023,2do semestre,22.35,2,120
5070259,9,28,2023,2do semestre,27.01,0,173
14102718,9,28,2023,2do semestre,28.51,0,183
17846279,9,28,2023,2do semestre,29.57,2,160
5070260,9,28,2023,2do semestre,31.74,0,205
69406118,9,28,2023,2do semestre,32.79,1.18,211
5070425,9,28,2023,2do semestre,45.07,0,296
14100720,9,28,2023,2do semestre,66.57,0,338
15004519,9,28,2023,2do semestre,109.47,6.88,560
78800436,9,28,2023,2do semestre,193.12,5,800
53064654,9,28,2023,2do semestre,211.36,0.36,920
50001054,9,28,2023,2do semestre,848.02,17.88,3600
3001351,9,28,2023,2do semestre,1050,0,4200
13001019,9,28,2023,2do semestre,1189.57,30.4,5600
18792324,9,28,2023,2do semestre,1557.5,44.67,6230
17791530,9,28,2023,2do semestre,1581.06,1.53927,8000
13001327,9,28,2023,2do semestre,2096.07,37.2,9960
150549252,9,28,2023,2do semestre,2327.02,39,9720
13001218,9,28,2023,2do semestre,2432.11,62.7,11280
18792953,9,28,2023,2do semestre,2464.41,58.24,11840
163806535,9,28,2023,2do semestre,2576.21,66,8800
18790336,9,28,2023,2do semestre,2590.6,51.04,11520
170796743,9,28,2023,2do semestre,2696.99,58,10160
23990876,9,28,2023,2do semestre,2891.11,66.72,13920
18792647,9,28,2023,2do semestre,3028.42,67.6,14720
1707900616,9,28,2023,2do semestre,3842,85.76,18720
17791239,9,28,2023,2do semestre,3919.79,76.8,19800
17791158,9,28,2023,2do semestre,4502.03,95.04,19360
17790969,9,28,2023,2do semestre,4878.93,127.2,22160
13000875,9,28,2023,2do semestre,8275.32,145.28,37600
14000987,9,28,2023,2do semestre,8856.1,197.82,40180
14000888,9,28,2023,2do semestre,11599.85,244.8,54480
3143290146,9,28,2023,2do semestre,14887.31,276,58000
3143240218,9,28,2023,2do semestre,16808.75,277,81550
3180050301,9,28,2023,2do semestre,58252.18,924,285600
3143240198,9,28,2023,2do semestre,113934.27,1571,577233
62086091,9,24,2024,2do semestre,0.59,0,0
5070182,9,24,2024,2do semestre,1.77,0,0
5070181,9,24,2024,2do semestre,2.18,0,0
5073556,9,24,2024,2do semestre,2.43,0,0
712986,9,30,2024,2do semestre,2.61,0,0
14000318,9,24,2024,2do semestre,2.71,0,0
627568,9,24,2024,2do semestre,4.66,0,24
2309106513,9,24,2024,2do semestre,5.43,0,29
1809126635,9,24,2024,2do semestre,7.3,0,42
5073553,9,24,2024,2do semestre,9.6,0,60
5073555,9,24,2024,2do semestre,13.12,0,88
5070428,9,24,2024,2do semestre,13.49,0,85
5070257,9,24,2024,2do semestre,19.78,0,129
14100718,9,24,2024,2do semestre,19.86,0,128
5070258,9,24,2024,2do semestre,22.89,0,160
5070426,9,24,2024,2do semestre,24.14,0,173
14102718,9,24,2024,2do semestre,27.13,0,178
5070425,9,24,2024,2do semestre,28.1,0,193
5070427,9,24,2024,2do semestre,28.42,0,193
5070260,9,24,2024,2do semestre,35.57,0,246
5070259,9,24,2024,2do semestre,38.1,0,257
14100720,9,24,2024,2do semestre,41.36,0,276
69406118,9,24,2024,2do semestre,43.74,0,293
17846279,9,30,2024,2do semestre,86.49,2,400
15004519,9,24,2024,2do semestre,179.26,0,880
53064654,9,24,2024,2do semestre,192.53,0,920
78800436,9,30,2024,2do semestre,243.25,12,960
3001351,9,24,2024,2do semestre,1024.62,0,4100
13001019,9,24,2024,2do semestre,1027.89,24,4320
50001054,9,24,2024,2do semestre,1074.26,20,3780
18792324,9,24,2024,2do semestre,1724.62,0,6900
23991862,9,24,2024,2do semestre,1743.19,34,8000
23990650,9,24,2024,2do semestre,2176.42,35,8880
150549252,9,30,2024,2do semestre,2450.88,40,9200
163806535,9,30,2024,2do semestre,2504.69,58,7840
13001218,9,24,2024,2do semestre,2702.07,67,10863
170796743,9,30,2024,2do semestre,2935.79,61,9840
18790336,9,24,2024,2do semestre,3105.95,55,11520
23990876,9,24,2024,2do semestre,3379.49,74,14720
18792647,9,24,2024,2do semestre,3429.84,78,14400
17791239,9,24,2024,2do semestre,3835.24,69,19800
1707900616,9,24,2024,2do semestre,4382.81,91,20160
17790969,9,24,2024,2do semestre,5335.1,136,22240
17791158,9,24,2024,2do semestre,5520.08,106,18400
14000987,9,24,2024,2do semestre,8396.51,203,29737
13000875,9,24,2024,2do semestre,9278.13,145,36960
14000888,9,24,2024,2do semestre,11248.2,222,49680
3143290146,9,30,2024,2do semestre,13185.29,208,48800
3143240218,9,30,2024,2do semestre,16898.92,277,75250
3180050301,9,30,2024,2do semestre,66277.98,924,308700
3143240198,9,30,2024,2do semestre,130068.58,1655,619775
17791239,10,28,2022,2do semestre,0,86.7,23400
144664857,10,28,2022,2do semestre,0,0,0
5070279,10,28,2022,2do semestre,2.58,0,0
5070427,10,28,2022,2do semestre,2.77,0,0
5073556,10,28,2022,2do semestre,3.17,0,14
5070428,10,28,2022,2do semestre,4.01,0,20
5070258,10,28,2022,2do semestre,5.46,0,30
1809126635,10,28,2022,2do semestre,6.02,0,34
62086091,10,28,2022,2do semestre,6.77,0,39
14000318,10,28,2022,2do semestre,6.87,0,40
5070182,10,28,2022,2do semestre,7.6,0,52
5070426,10,28,2022,2do semestre,8.46,0,58
17846279,10,28,2022,2do semestre,9.5,2,160
5070259,10,28,2022,2do semestre,9.84,0,69
5073555,10,28,2022,2do semestre,10.59,0,75
5073553,10,28,2022,2do semestre,10.71,0,76
14102718,10,28,2022,2do semestre,11.71,0,101
69406118,10,28,2022,2do semestre,12.53,0,91
5070257,10,28,2022,2do semestre,12.86,0,93
5070181,10,28,2022,2do semestre,13.57,0,118
14100718,10,28,2022,2do semestre,24.62,0,220
5070425,10,28,2022,2do semestre,29.82,0,270
712986,10,28,2022,2do semestre,33.65,2,200
5070260,10,28,2022,2do semestre,43.18,0,309
14100720,10,28,2022,2do semestre,44.32,0,317
15004519,10,28,2022,2do semestre,55.66,6,400
53064654,10,28,2022,2do semestre,187.4,4,187.4
78800436,10,28,2022,2do semestre,242.15,6,1120
50001054,10,28,2022,2do semestre,785,17,3120
13001019,10,28,2022,2do semestre,931.34,21,4000
3001351,10,28,2022,2do semestre,1274.99,0,5100
17791530,10,28,2022,2do semestre,1404.33,27,6400
170796743,10,28,2022,2do semestre,1608.79,49,6880
163806535,10,28,2022,2do semestre,1729.44,64,8560
150549252,10,28,2022,2do semestre,1775.13,40,8560
18792324,10,28,2022,2do semestre,1949.99,39,7800
18792946,10,28,2022,2do semestre,2163.65,43,9760
13001327,10,28,2022,2do semestre,2210.05,38,10080
13001218,10,28,2022,2do semestre,2415.08,63.06,10440
18790336,10,28,2022,2do semestre,2754.54,51,12000
18792953,10,28,2022,2do semestre,2774.52,58,12240
18792647,10,28,2022,2do semestre,3618.36,78,15880
1707900616,10,28,2022,2do semestre,3653.53,94,14720
17791158,10,28,2022,2do semestre,4209.17,83,17440
17790969,10,28,2022,2do semestre,4715.68,117,4715.68
13000875,10,28,2022,2do semestre,8149.2,138,35680
14000987,10,28,2022,2do semestre,8843.88,95.9,36820
14000888,10,28,2022,2do semestre,11069.13,197.04,47040
3143240218,10,28,2022,2do semestre,12121.73,224,60550
3143290146,10,28,2022,2do semestre,13326.87,276,52400
3180050301,10,28,2022,2do semestre,47585.72,861,239400
3143240198,10,28,2022,2do semestre,102107.96,1554,538933
5070181,10,28,2023,2do semestre,0,0,103
5070182,10,28,2023,2do semestre,0,0,26
5070257,10,28,2023,2do semestre,0,0,85
5070258,10,28,2023,2do semestre,0,0,73
5070259,10,28,2023,2do semestre,0,0,181
5070260,10,28,2023,2do semestre,0,0,220
5070279,10,28,2023,2do semestre,0,0,28
5070425,10,28,2023,2do semestre,0,0,249
5070426,10,28,2023,2do semestre,0,0,83
5070427,10,28,2023,2do semestre,0,0,69
5070428,10,28,2023,2do semestre,0,0,5
5073553,10,28,2023,2do semestre,0,0,44
5073555,10,28,2023,2do semestre,0,0,62
5073556,10,28,2023,2do semestre,0,0,12
13001327,10,28,2023,2do semestre,0,0,0
14000318,10,28,2023,2do semestre,0,0.08,40
14100718,10,28,2023,2do semestre,0,0,136
14100720,10,28,2023,2do semestre,0,0,334
14102718,10,28,2023,2do semestre,0,0,162
17791239,10,28,2023,2do semestre,0,76.8,19500
17791530,10,28,2023,2do semestre,0,1.40433,8640
18792647,10,28,2023,2do semestre,0,66,15280
18792946,10,28,2023,2do semestre,0,0,0
18792953,10,28,2023,2do semestre,0,60.08,11840
23990876,10,28,2023,2do semestre,0,66.72,13920
53064654,10,28,2023,2do semestre,0,4.36,880
62086091,10,28,2023,2do semestre,0,0,6
69406118,10,28,2023,2do semestre,0,1.29,212
1809126635,10,28,2023,2do semestre,0,0,55
2309106513,10,28,2023,2do semestre,0,0,0
712986,10,28,2023,2do semestre,22.06,2,120
17846279,10,28,2023,2do semestre,29.15,2,160
15004519,10,28,2023,2do semestre,77.2,5.36,480
78800436,10,28,2023,2do semestre,147.71,5,720
18792324,10,28,2023,2do semestre,342.5,44.6,1370
50001054,10,28,2023,2do semestre,819.34,18.9,3960
3001351,10,28,2023,2do semestre,1175,0,4700
13001019,10,28,2023,2do semestre,1247.99,29.28,5760
23990650,10,28,2023,2do semestre,1741.04,35.04,10080
170796743,10,28,2023,2do semestre,2064.36,53,7200
18790336,10,28,2023,2do semestre,2128.49,46,11280
150549252,10,28,2023,2do semestre,2134.04,39,9040
163806535,10,28,2023,2do semestre,2134.75,68,6800
13001218,10,28,2023,2do semestre,2610.16,57.6,12360
1707900616,10,28,2023,2do semestre,3754.51,89.92,16800
17791158,10,28,2023,2do semestre,4189.85,102.56,18080
17790969,10,28,2023,2do semestre,4921.33,127.2,20640
13000875,10,28,2023,2do semestre,7007.55,149.92,35520
14000987,10,28,2023,2do semestre,10013.15,192.64,43680
14000888,10,28,2023,2do semestre,10525.69,232.8,47280
3143290146,10,28,2023,2do semestre,13255.77,276,51600
3143240218,10,28,2023,2do semestre,15136.93,284,77000
3180050301,10,28,2023,2do semestre,46186.44,798,241500
3143240198,10,28,2023,2do semestre,93114.29,1571,491306
15004519,10,24,2024,2do semestre,0,0,720
62086091,10,24,2024,2do semestre,0.08,0,0
5070182,10,24,2024,2do semestre,1.27,0,0
5070181,10,24,2024,2do semestre,1.67,0,0
14000318,10,24,2024,2do semestre,2.21,0,0
184586134,10,31,2024,2do semestre,2.36,0,0
2309106513,10,24,2024,2do semestre,4.93,0,29
627568,10,24,2024,2do semestre,5.31,0,25
1809126635,10,24,2024,2do semestre,6.53,0,40
5073556,10,24,2024,2do semestre,6.56,0,42
5073553,10,24,2024,2do semestre,8.82,0,58
5070428,10,24,2024,2do semestre,9.89,0,64
5073555,10,24,2024,2do semestre,11.47,0,80
5070257,10,24,2024,2do semestre,15.96,0,106
14100718,10,24,2024,2do semestre,21.65,0,144
5070426,10,24,2024,2do semestre,23.34,0,171
14102718,10,24,2024,2do semestre,26.75,0,179
5070427,10,24,2024,2do semestre,27,0,186
5070425,10,24,2024,2do semestre,28.74,0,201
5070258,10,24,2024,2do semestre,29.3,0,208
5070259,10,24,2024,2do semestre,34.02,0,232
5070260,10,24,2024,2do semestre,34.27,0,241
69406118,10,24,2024,2do semestre,38,0,257
14100720,10,24,2024,2do semestre,43.24,0,293
17846279,10,31,2024,2do semestre,64.25,3,320
78800436,10,31,2024,2do semestre,144.68,16,720
53064654,10,24,2024,2do semestre,192.17,0,920
3001351,10,24,2024,2do semestre,1025,0,4100
50001054,10,24,2024,2do semestre,1133.92,19,4440
13001019,10,24,2024,2do semestre,1147.21,27,4800
1707900616,10,24,2024,2do semestre,1492.35,93,18080
18792324,10,24,2024,2do semestre,1650,0,6600
23991862,10,24,2024,2do semestre,1759.54,34,8320
