MEDIDOR,mes,dia,año,periodo,importe ($),demanda (kw),consumo (kwh)
3001351,4,30,2026,1er semestre,1052.2,0,4200
18792324,4,30,2026,1er semestre,1527.97,36,6100
269920326,4,30,2026,1er semestre,420,27,1680
258600637,4,30,2026,1er semestre,7.5,0,30
14000987,4,30,2026,1er semestre,13020.6,221,46900
627568,4,30,2026,1er semestre,0,0,72
15004519,4,30,2026,1er semestre,0,7,640
14000888,4,30,2026,1er semestre,17473.56,286,65520
17790969,4,30,2026,1er semestre,6955.64,139,25040
24980011,4,30,2026,1er semestre,4852.21,88,18560
13001019,4,30,2026,1er semestre,2239.45,50,7680
18792647,4,30,2026,1er semestre,3752.96,75,13040
23990876,4,30,2026,1er semestre,3445.23,84,10031
23992977,4,30,2026,1er semestre,4156.63,73,15440
17791239,4,30,2026,1er semestre,7307.5,112,29100
53064654,4,30,2026,1er semestre,289.72,4,1080
14000318,4,30,2026,1er semestre,3.26,0,0
5070182,4,30,2026,1er semestre,3.26,0,0
62086091,4,30,2026,1er semestre,3.31,0,0
5070181,4,30,2026,1er semestre,14.76,0,76
2309106513,4,30,2026,1er semestre,10.43,0,50
5070260,4,30,2026,1er semestre,36.08,0,194
5070259,4,30,2026,1er semestre,22.03,0,113
5070257,4,30,2026,1er semestre,3.71,0,2
5070258,4,30,2026,1er semestre,19.57,0,98
5070427,4,30,2026,1er semestre,16.76,0,85
5070425,4,30,2026,1er semestre,34.81,0,184
5070426,4,30,2026,1er semestre,29.58,0,155
5070428,4,30,2026,1er semestre,20.57,0,106
5073555,4,30,2026,1er semestre,34.3,0,187
5073556,4,30,2026,1er semestre,11.2,0,50
5073553,4,30,2026,1er semestre,16.09,0,82
14102718,4,30,2026,1er semestre,28.96,0,153
218400842,4,30,2026,1er semestre,47.26,1,254
1809126635,4,30,2026,1er semestre,5.93,0,24
14100720,4,30,2026,1er semestre,56.81,0,309
14100718,4,30,2026,1er semestre,67.63,0,351
23991862,4,30,2026,1er semestre,2084.5,34,8000
3143290146,5,31,2026,1er semestre,14581.81,240,57200
3143240218,5,31,2026,1er semestre,18367.11,291,86100
3143240198,5,31,2026,1er semestre,132061.74,1693,648674
3180050301,5,31,2026,1er semestre,62173.21,924,296100
184586134,5,31,2026,1er semestre,45.92,3,240
170796743,5,31,2026,1er semestre,3464.73,69,13040
197059268,5,31,2026,1er semestre,3112.56,43,13240
163806535,5,31,2026,1er semestre,3494.87,73,12880
17846279,5,31,2026,1er semestre,22.96,1,120
78800436,5,31,2026,1er semestre,316.23,17,1280
18790336,5,31,2026,1er semestre,3284.96,59,13440
23990650,5,31,2026,1er semestre,2915.05,49,12600
17791158,5,31,2026,1er semestre,6176.61,111,24800
13000875,5,31,2026,1er semestre,12433.67,161,58240
50001054,5,31,2026,1er semestre,1416.36,21,6720
3001351,5,31,2026,1er semestre,1349.99,0,5400
18792324,5,31,2026,1er semestre,1824.99,44,7300
269920326,5,31,2026,1er semestre,600,25,2400
258600637,5,31,2026,1er semestre,7.5,0,30
14000987,5,31,2026,1er semestre,14065.3,228,56000
24990684,4,30,2026,1er semestre,5247.96,71,22586
24990684,5,31,2026,1er semestre,3730.78,71,15120
627568,5,31,2026,1er semestre,0,0,72
15004519,5,31,2026,1er semestre,0,9,640
14000888,5,31,2026,1er semestre,17086.79,282,68400
17790969,5,31,2026,1er semestre,7139.43,139,28240
24980011,5,31,2026,1er semestre,5210.23,95,21440
13001019,5,31,2026,1er semestre,2358.61,51,8960
18792647,5,31,2026,1er semestre,4136.26,75,16720
23990876,5,31,2026,1er semestre,6065.23,84,27729
23992977,5,31,2026,1er semestre,4631.28,74,20160
17791239,5,31,2026,1er semestre,7612.99,113,33300
53064654,5,31,2026,1er semestre,339.23,4,1280
14000318,5,31,2026,1er semestre,2.68,0,0
5070182,5,31,2026,1er semestre,2.71,0,0
62086091,5,31,2026,1er semestre,2.74,0,0
5070181,5,31,2026,1er semestre,24.54,0,145
2309106513,5,31,2026,1er semestre,10.29,0,56
5070260,5,31,2026,1er semestre,40.5,0,240
5070259,5,31,2026,1er semestre,22.95,0,133
5070257,5,31,2026,1er semestre,2.76,0,0
5070258,5,31,2026,1er semestre,24.86,0,143
5070427,5,31,2026,1er semestre,20.57,0,119
5070425,5,31,2026,1er semestre,39.71,0,234
5070426,5,31,2026,1er semestre,25.52,0,146
5070428,5,31,2026,1er semestre,27.7,0,164
5073555,5,31,2026,1er semestre,34.4,0,204
5073556,5,31,2026,1er semestre,10.92,0,58
5073553,5,31,2026,1er semestre,17.69,0,100
14102718,5,31,2026,1er semestre,26.61,0,156
218400842,5,31,2026,1er semestre,49.31,1,291
1809126635,5,31,2026,1er semestre,6.84,0,35
14100720,5,31,2026,1er semestre,76.07,0,412
14100718,5,31,2026,1er semestre,72.01,0,393
23991862,5,31,2026,1er semestre,2311.21,34,10560
17846279,6,31,2026,1er semestre,29.72,2,160
78800436,6,31,2026,1er semestre,324.28,13,1360
184586134,6,31,2026,1er semestre,67.43,3,320
170796743,6,31,2026,1er semestre,2923.23,67,10880
197059268,6,31,2026,1er semestre,2735.42,44,11760
163806535,6,31,2026,1er semestre,2857.41,74,9920
3143240198,6,31,2026,1er semestre,118452.83,1703,602499
3180050301,6,31,2026,1er semestre,63059.51,1008,312900
3143290146,6,31,2026,1er semestre,12773.99,232,51200
3143240218,6,31,2026,1er semestre,16685.01,291,80850
